,inspectionidnumber,dateofinspection,businessname,fulladdress,inspectiontype,inspectionscore,latitude,longitude
3387,255489,2018/09/07,PENINSULA MALAYSIAN CUISINE,2608 NICOLLET AVE,Follow-Up,96,44.95511,-93.27832
3381,255488,2019/07/17,PENINSULA MALAYSIAN CUISINE,2608 NICOLLET AVE,Routine,98,44.95511,-93.27832
19769,232391,2018/01/18,PENNYS COFFEE,3509 44TH ST W,Routine,66,44.92292,-93.32437
19806,241356,2018/03/13,PENNYS COFFEE,3509 44TH ST W,Follow-Up,86,44.92292,-93.32437
19817,246081,2018/05/02,PENNYS COFFEE,3509 44TH ST W,Follow-Up,96,44.92292,-93.32437
19800,241355,2019/01/18,PENNYS COFFEE,3509 44TH ST W,Routine,92,44.92292,-93.32437
19820,292948,2019/02/28,PENNYS COFFEE,3509 44TH ST W,Follow-Up,100,44.92292,-93.32437
19823,292947,2020/01/15,PENNYS COFFEE,3509 44TH ST W,Routine,100,44.92292,-93.32437
18304,22611,2017/08/24,PEOPLES ORGANIC COFFEE & WINE,3001 HENNEPIN AVE #1175,Routine,88,44.94743,-93.29732
18342,224167,2017/10/12,PEOPLES ORGANIC COFFEE & WINE,3001 HENNEPIN AVE #1175,Follow-Up,88,44.94743,-93.29732
18353,228848,2017/11/07,PEOPLES ORGANIC COFFEE & WINE,3001 HENNEPIN AVE #1175,Follow-Up,94,44.94743,-93.29732
18322,224166,2018/09/13,PEOPLES ORGANIC COFFEE & WINE,3001 HENNEPIN AVE #1175,Routine,72,44.94743,-93.29732
18363,272064,2018/10/29,PEOPLES ORGANIC COFFEE & WINE,3001 HENNEPIN AVE #1175,Follow-Up,94,44.94743,-93.29732
18371,278086,2018/11/30,PEOPLES ORGANIC COFFEE & WINE,3001 HENNEPIN AVE #1175,Follow-Up,100,44.94743,-93.29732
18357,272063,2019/09/13,PEOPLES ORGANIC COFFEE & WINE,3001 HENNEPIN AVE #1175,Routine,92,44.94743,-93.29732
9664,22712,2017/03/07,PEPPERS & FRIES,3900 LAKE ST E,Routine,90,44.94864,-93.21619
9698,192234,2017/04/18,PEPPERS & FRIES,3900 LAKE ST E,Follow-Up,98,44.94864,-93.21619
9680,192233,2018/04/05,PEPPERS & FRIES,3900 LAKE ST E,Routine,86,44.94864,-93.21619
9707,247539,2018/05/15,PEPPERS & FRIES,3900 LAKE ST E,Follow-Up,100,44.94864,-93.21619
9701,247538,2019/04/18,PEPPERS & FRIES,3900 LAKE ST E,Routine,94,44.94864,-93.21619
5408,124529,2017/05/01,PHO TAU BAY RESTAURANT,2837 NICOLLET AVE,Follow-Up,70,44.95073,-93.27751
5431,197796,2017/06/22,PHO TAU BAY RESTAURANT,2837 NICOLLET AVE,Follow-Up,98,44.95073,-93.27751
5397,124528,2017/11/06,PHO TAU BAY RESTAURANT,2837 NICOLLET AVE,Routine,94,44.95073,-93.27751
5443,232598,2018/01/18,PHO TAU BAY RESTAURANT,2837 NICOLLET AVE,Follow-Up,96,44.95073,-93.27751
5437,232597,2018/11/20,PHO TAU BAY RESTAURANT,2837 NICOLLET AVE,Routine,94,44.95073,-93.27751
5449,280132,2019/05/21,PHO TAU BAY RESTAURANT,2837 NICOLLET AVE,Routine,92,44.95073,-93.27751
3039,200553,2017/07/07,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,Routine,96,44.95644,-93.27839
2998,28793,2017/07/26,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,Routine,96,44.95644,-93.27839
3045,203782,2018/06/14,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,Routine,100,44.95644,-93.27839
3007,208335,2018/07/30,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,Routine,94,44.95644,-93.27839
3026,259489,2018/09/18,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,Follow-Up,96,44.95644,-93.27839
3048,252647,2019/06/08,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,Routine,92,44.95644,-93.27839
3018,259488,2019/07/30,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,Routine,90,44.95644,-93.27839
3033,320018,2019/09/19,PIMENTO JAMAICAN KITCHEN,2524 NICOLLET AVE,Follow-Up,94,44.95644,-93.27839
12546,249297,2019/08/29,PINEDA MOBILE,2130 LAKE ST E,Routine,92,44.94937,-93.24092
20468,28838,2017/03/07,PINEDA TACOS PLUS,330 LAKE ST E,Routine,96,44.94854,-93.27084
20472,192331,2018/03/02,PINEDA TACOS PLUS,330 LAKE ST E,Routine,96,44.94854,-93.27084
20486,245275,2018/04/06,PINEDA TACOS PLUS,330 LAKE ST E,Follow-Up,98,44.94854,-93.27084
20481,245274,2019/03/05,PINEDA TACOS PLUS,330 LAKE ST E,Routine,96,44.94854,-93.27084
12511,203550,2017/08/24,PINEDAS TACOS,2130 LAKE ST E,Routine,100,44.94937,-93.24092
12518,222852,2018/09/13,PINEDAS TACOS,2130 LAKE ST E,Routine,96,44.94937,-93.24092
12537,272079,2018/10/23,PINEDAS TACOS,2130 LAKE ST E,Follow-Up,100,44.94937,-93.24092
12526,272078,2019/08/26,PINEDAS TACOS,2130 LAKE ST E,Routine,86,44.94937,-93.24092
12542,326152,2019/10/24,PINEDAS TACOS,2130 LAKE ST E,Follow-Up,98,44.94937,-93.24092
2728,28869,2017/08/03,PINKU JAPANESE STREET FOOD,20 UNIVERSITY AVE NE #D,Routine,100,44.98843,-93.25699
2733,214833,2018/09/12,PINKU JAPANESE STREET FOOD,20 UNIVERSITY AVE NE #D,Routine,100,44.98843,-93.25699
2734,271715,2019/09/12,PINKU JAPANESE STREET FOOD,20 UNIVERSITY AVE NE #D,Routine,94,44.98843,-93.25699
20952,28961,2017/02/15,PIZZA HUT  #30214,4800 CHICAGO AVE,Routine,96,44.91592,-93.26294
20975,190694,2017/03/15,PIZZA HUT  #30214,4800 CHICAGO AVE,Follow-Up,100,44.91592,-93.26294
20960,190693,2018/06/28,PIZZA HUT  #30214,4800 CHICAGO AVE,Routine,86,44.91592,-93.26294
20986,253897,2018/08/09,PIZZA HUT  #30214,4800 CHICAGO AVE,Follow-Up,90,44.91592,-93.26294
20995,263460,2018/09/13,PIZZA HUT  #30214,4800 CHICAGO AVE,Follow-Up,96,44.91592,-93.26294
20981,253896,2019/12/16,PIZZA HUT  #30214,4800 CHICAGO AVE,Routine,96,44.91592,-93.26294
2088,29010,2017/01/18,PIZZA LA VISTA,504 1ST AVE N,Routine,100,44.9804,-93.27433
2094,188223,2018/02/08,PIZZA LA VISTA,504 1ST AVE N,Routine,100,44.9804,-93.27433
2095,242643,2019/02/07,PIZZA LA VISTA,504 1ST AVE N,Routine,100,44.9804,-93.27433
2128,296837,2020/02/04,PIZZA LA VISTA,504 1ST AVE N,Routine,100,44.9804,-93.27433
4713,29056,2017/05/15,PIZZA LUCE,2200 FRANKLIN AVE E,Routine,82,44.96299,-93.24045
4730,198277,2017/06/20,PIZZA LUCE,2200 FRANKLIN AVE E,Follow-Up,90,44.96299,-93.24045
4736,201882,2017/07/17,PIZZA LUCE,2200 FRANKLIN AVE E,Follow-Up,100,44.96299,-93.24045
6762,36984,2017/08/22,PIZZA LUCE,3200 LYNDALE AVE S,Routine,86,44.94451,-93.28857
6776,221442,2017/10/13,PIZZA LUCE,3200 LYNDALE AVE S,Follow-Up,100,44.94451,-93.28857
4728,198276,2018/05/25,PIZZA LUCE,2200 FRANKLIN AVE E,Routine,100,44.96299,-93.24045
6772,221441,2018/08/20,PIZZA LUCE,3200 LYNDALE AVE S,Routine,98,44.94451,-93.28857
4737,251487,2019/05/22,PIZZA LUCE,2200 FRANKLIN AVE E,Routine,98,44.96299,-93.24045
6777,265797,2019/08/20,PIZZA LUCE,3200 LYNDALE AVE S,Routine,100,44.94451,-93.28857
2098,29031,2017/01/17,PIZZA LUCE',119 4TH ST N,Routine,94,44.98159,-93.27371
2106,181546,2017/02/14,PIZZA LUCE',119 4TH ST N,Follow-Up,100,44.98159,-93.27371
2103,181545,2018/02/09,PIZZA LUCE',119 4TH ST N,Routine,96,44.98159,-93.27371
2108,242900,2019/02/19,PIZZA LUCE',119 4TH ST N,Routine,94,44.98159,-93.27371
215,29115,2017/01/26,PIZZERIA LOLA,5557 XERXES AVE S,Routine,96,44.90186,-93.31846
228,190548,2017/04/18,PIZZERIA LOLA,5557 XERXES AVE S,Follow-Up,100,44.90186,-93.31846
226,189626,2018/02/15,PIZZERIA LOLA,5557 XERXES AVE S,Routine,100,44.90186,-93.31846
229,243578,2019/02/27,PIZZERIA LOLA,5557 XERXES AVE S,Routine,96,44.90186,-93.31846
21712,124508,2017/04/28,POPEYES CHICKEN & BISCUITS,310 LAKE ST W,Follow-Up,100,44.9486,-93.28341
21708,124507,2017/11/13,POPEYES CHICKEN & BISCUITS,310 LAKE ST W,Routine,100,44.9486,-93.28341
21717,233108,2018/11/13,POPEYES CHICKEN & BISCUITS,310 LAKE ST W,Routine,98,44.9486,-93.28341
21725,279227,2019/11/15,POPEYES CHICKEN & BISCUITS,310 LAKE ST W,Routine,98,44.9486,-93.28341
12006,253447,2018/08/24,POPOL VUH,1414 QUINCY ST NE,Routine,84,45.00276,-93.25158
12015,272291,2018/09/24,POPOL VUH,1414 QUINCY ST NE,Follow-Up,92,45.00276,-93.25158
12010,272290,2019/08/23,POPOL VUH,1414 QUINCY ST NE,Routine,90,45.00276,-93.25158
19102,35230,2017/09/13,POTBELLY SANDWICH WORKS,80 8TH ST S,Routine,94,44.97609,-93.27207
19124,225464,2017/11/02,POTBELLY SANDWICH WORKS,80 8TH ST S,Follow-Up,100,44.97609,-93.27207
19113,225463,2019/03/12,POTBELLY SANDWICH WORKS,80 8TH ST S,Routine,92,44.97609,-93.27207
19130,304120,2019/04/12,POTBELLY SANDWICH WORKS,80 8TH ST S,Follow-Up,100,44.97609,-93.27207
12152,35270,2017/06/27,POTTERS PASTIES,1828 COMO AVE SE,Routine,96,44.98757,-93.22588
12156,202535,2018/06/15,POTTERS PASTIES,1828 COMO AVE SE,Routine,98,44.98757,-93.22588
12158,252780,2019/06/11,POTTERS PASTIES,1828 COMO AVE SE,Routine,94,44.98757,-93.22588
12165,35274,2017/06/27,POTTERS PASTIES 2,1828 COMO AVE SE,Routine,100,44.98757,-93.22588
12166,202512,2018/06/27,POTTERS PASTIES 2,1828 COMO AVE SE,Routine,94,44.98757,-93.22588
12171,253490,2019/05/05,POTTERS PASTIES 2,1828 COMO AVE SE,Routine,94,44.98757,-93.22588
12178,35285,2017/06/10,POTTERS PASTIES AND PIES,1828 COMO AVE SE,Routine,92,44.98757,-93.22588
12184,202011,2017/06/27,POTTERS PASTIES AND PIES,1828 COMO AVE SE,Follow-Up,100,44.98757,-93.22588
12183,202010,2018/06/26,POTTERS PASTIES AND PIES,1828 COMO AVE SE,Routine,100,44.98757,-93.22588
12185,253455,2019/06/27,POTTERS PASTIES AND PIES,1828 COMO AVE SE,Routine,98,44.98757,-93.22588
18937,35308,2017/07/18,PRACNA & THEATRE,115 MAIN ST SE,Routine,76,44.98478,-93.25567
18958,209045,2017/09/13,PRACNA & THEATRE,115 MAIN ST SE,Follow-Up,100,44.98478,-93.25567
18952,209044,2018/07/12,PRACNA & THEATRE,115 MAIN ST SE,Routine,96,44.98478,-93.25567
18969,254559,2018/08/14,PRACNA & THEATRE,115 MAIN ST SE,Follow-Up,100,44.98478,-93.25567
18959,254558,2019/07/12,PRACNA & THEATRE,115 MAIN ST SE,Routine,88,44.98478,-93.25567
18971,315672,2019/08/19,PRACNA & THEATRE,115 MAIN ST SE,Follow-Up,92,44.98478,-93.25567
18173,313343,2019/08/08,PRIETO,701 LAKE ST W,Routine,92,44.94814,-93.28838
7904,35399,2017/06/29,PRIMA PASTA SALADS PANINI,5325 LYNDALE AVE S,Routine,94,44.90616,-93.28761
7908,203261,2018/06/27,PRIMA PASTA SALADS PANINI,5325 LYNDALE AVE S,Routine,96,44.90616,-93.28761
7914,253556,2019/06/25,PRIMA PASTA SALADS PANINI,5325 LYNDALE AVE S,Routine,96,44.90616,-93.28761
2834,203939,2017/07/20,PSYCHO SUZI'S MOTOR LOUNGE,1900 MARSHALL ST NE,Routine,92,45.00752,-93.27233
2853,210661,2017/08/18,PSYCHO SUZI'S MOTOR LOUNGE,1900 MARSHALL ST NE,Follow-Up,100,45.00752,-93.27233
2840,210660,2018/07/20,PSYCHO SUZI'S MOTOR LOUNGE,1900 MARSHALL ST NE,Routine,86,45.00752,-93.27233
2860,261205,2018/08/17,PSYCHO SUZI'S MOTOR LOUNGE,1900 MARSHALL ST NE,Follow-Up,100,45.00752,-93.27233
2854,261204,2019/07/19,PSYCHO SUZI'S MOTOR LOUNGE,1900 MARSHALL ST NE,Routine,92,45.00752,-93.27233
2186,35604,2017/01/30,PUNCH NEAPOLITAN PIZZA,3226 LAKE ST W,Routine,86,44.94913,-93.32083
2813,35583,2017/02/27,PUNCH NEAPOLITAN PIZZA,208 HENNEPIN AVE E,Routine,100,44.98746,-93.25676
2202,190579,2017/03/22,PUNCH NEAPOLITAN PIZZA,3226 LAKE ST W,Follow-Up,100,44.94913,-93.32083
5573,35623,2017/06/23,PUNCH NEAPOLITAN PIZZA,802 WASHINGTON AVE SE,Routine,100,44.97341,-93.2268
2192,189723,2018/02/12,PUNCH NEAPOLITAN PIZZA,3226 LAKE ST W,Routine,86,44.94913,-93.32083
2818,191728,2018/03/12,PUNCH NEAPOLITAN PIZZA,208 HENNEPIN AVE E,Routine,94,44.98746,-93.25676
2209,242938,2018/03/20,PUNCH NEAPOLITAN PIZZA,3226 LAKE ST W,Follow-Up,98,44.94913,-93.32083
2831,245838,2018/04/18,PUNCH NEAPOLITAN PIZZA,208 HENNEPIN AVE E,Follow-Up,100,44.98746,-93.25676
5578,202185,2018/06/25,PUNCH NEAPOLITAN PIZZA,802 WASHINGTON AVE SE,Routine,96,44.97341,-93.2268
2204,242937,2019/02/22,PUNCH NEAPOLITAN PIZZA,3226 LAKE ST W,Routine,96,44.94913,-93.32083
2823,245837,2019/03/14,PUNCH NEAPOLITAN PIZZA,208 HENNEPIN AVE E,Routine,94,44.98746,-93.25676
2833,304951,2019/05/02,PUNCH NEAPOLITAN PIZZA,208 HENNEPIN AVE E,Follow-Up,100,44.98746,-93.25676
5588,253342,2019/06/19,PUNCH NEAPOLITAN PIZZA,802 WASHINGTON AVE SE,Routine,100,44.97341,-93.2268
9893,124248,2017/02/01,Q FANATIC BBQ,6009 NICOLLET AVE,Follow-Up,100,44.89396,-93.27773
9890,124247,2017/11/30,Q FANATIC BBQ,6009 NICOLLET AVE,Routine,98,44.89396,-93.27773
9896,234416,2017/11/30,Q FANATIC BBQ,6009 NICOLLET AVE,Routine,98,44.89396,-93.27773
9899,234508,2018/11/29,Q FANATIC BBQ,6009 NICOLLET AVE,Routine,100,44.89396,-93.27773
9900,280556,2019/11/06,Q FANATIC BBQ,6009 NICOLLET AVE,Routine,92,44.89396,-93.27773
23394,35709,2017/03/15,QDOBA MEXICAN GRILL,324 14TH AVE SE,Routine,100,44.98014,-93.23575
23400,192733,2018/03/21,QDOBA MEXICAN GRILL,324 14TH AVE SE,Routine,100,44.98014,-93.23575
23418,246727,2018/05/02,QDOBA MEXICAN GRILL,324 14TH AVE SE,Follow-Up,100,44.98014,-93.23575
23409,246726,2019/04/02,QDOBA MEXICAN GRILL,324 14TH AVE SE,Routine,92,44.98014,-93.23575
23422,307960,2019/05/16,QDOBA MEXICAN GRILL,324 14TH AVE SE,Follow-Up,96,44.98014,-93.23575
672,35893,2017/09/07,QUANG RESTAURANT,2719 NICOLLET AVE,Routine,82,44.95309,-93.27749
689,224823,2017/10/24,QUANG RESTAURANT,2719 NICOLLET AVE,Follow-Up,100,44.95309,-93.27749
687,224822,2018/09/07,QUANG RESTAURANT,2719 NICOLLET AVE,Routine,100,44.95309,-93.27749
692,271359,2019/09/06,QUANG RESTAURANT,2719 NICOLLET AVE,Routine,92,44.95309,-93.27749
14091,255638,2018/09/26,R A MACSAMMY'S  ELBOW ROOM,735 48TH ST E,Routine,76,44.91592,-93.26318
14122,275313,2018/11/14,R A MACSAMMY'S  ELBOW ROOM,735 48TH ST E,Follow-Up,96,44.91592,-93.26318
14108,275312,2019/10/29,R A MACSAMMY'S  ELBOW ROOM,735 48TH ST E,Routine,92,44.91592,-93.26318
12018,332037,2020/01/02,RAAG PROGRESSIVE INDIAN RESTAURANT,3812 50TH ST W,Routine,98,44.91285,-93.32813
12922,180079,2017/11/16,RAINBOW CHINESE RESTAURANT,2739 NICOLLET AVE,Routine,98,44.95242,-93.2775
12930,233211,2018/11/27,RAINBOW CHINESE RESTAURANT,2739 NICOLLET AVE,Routine,96,44.95242,-93.2775
12935,280589,2019/12/17,RAINBOW CHINESE RESTAURANT,2739 NICOLLET AVE,Routine,94,44.95242,-93.2775
7272,42053,2017/10/05,RAISING CANES CHICKEN FINGERS,825 WASHINGTON AVE SE,Routine,100,44.97405,-93.22603
7276,227811,2019/04/03,RAISING CANES CHICKEN FINGERS,825 WASHINGTON AVE SE,Routine,100,44.97405,-93.22603
3391,42084,2017/03/01,RAMEN KAZAMA,3400 NICOLLET AVE,Routine,100,44.94108,-93.2782
3408,192166,2017/04/06,RAMEN KAZAMA,3400 NICOLLET AVE,Follow-Up,100,44.94108,-93.2782
3403,192165,2018/03/21,RAMEN KAZAMA,3400 NICOLLET AVE,Routine,100,44.94108,-93.2782
3409,247082,2019/04/18,RAMEN KAZAMA,3400 NICOLLET AVE,Routine,96,44.94108,-93.2782
9393,247304,2018/05/24,RAMEN KAZAMA SELECT,1510 COMO AVE SE,Routine,60,44.9876,-93.22983
9419,251364,2018/07/13,RAMEN KAZAMA SELECT,1510 COMO AVE SE,Follow-Up,92,44.9876,-93.22983
9408,251363,2019/05/23,RAMEN KAZAMA SELECT,1510 COMO AVE SE,Routine,88,44.9876,-93.22983
9425,311587,2019/07/19,RAMEN KAZAMA SELECT,1510 COMO AVE SE,Follow-Up,100,44.9876,-93.22983
8628,42155,2017/03/07,RAY J'S,500 CENTRAL AVE SE,Follow-Up,100,44.9888,-93.25277
8631,42156,2017/10/18,RAY J'S,500 CENTRAL AVE SE,Routine,78,44.9888,-93.25277
8675,231476,2017/12/20,RAY J'S,500 CENTRAL AVE SE,Follow-Up,84,44.9888,-93.25277
8695,237106,2018/02/19,RAY J'S,500 CENTRAL AVE SE,Follow-Up,92,44.9888,-93.25277
8708,243190,2018/04/05,RAY J'S,500 CENTRAL AVE SE,Follow-Up,92,44.9888,-93.25277
8715,247791,2018/05/11,RAY J'S,500 CENTRAL AVE SE,Follow-Up,96,44.9888,-93.25277
8651,231475,2018/10/30,RAY J'S,500 CENTRAL AVE SE,Routine,76,44.9888,-93.25277
8738,278710,2018/12/14,RAY J'S,500 CENTRAL AVE SE,Follow-Up,94,44.9888,-93.25277
8749,281581,2019/01/25,RAY J'S,500 CENTRAL AVE SE,Follow-Up,98,44.9888,-93.25277
8718,278709,2019/10/30,RAY J'S,500 CENTRAL AVE SE,Routine,74,44.9888,-93.25277
8755,336080,2019/12/10,RAY J'S,500 CENTRAL AVE SE,Follow-Up,96,44.9888,-93.25277
233,190043,2017/02/22,RED COW,208 1ST AVE N,Routine,88,44.98377,-93.26972
254,191145,2017/04/14,RED COW,208 1ST AVE N,Follow-Up,100,44.98377,-93.26972
622,229151,2017/10/19,RED COW,3624 50TH ST W,Routine,78,44.91272,-93.32613
3307,219209,2017/10/20,RED COW,2626 HENNEPIN AVE,Routine,90,44.95469,-93.29767
651,230345,2018/01/11,RED COW,3624 50TH ST W,Follow-Up,90,44.91272,-93.32613
660,241026,2018/02/27,RED COW,3624 50TH ST W,Follow-Up,96,44.91272,-93.32613
241,191144,2018/03/01,RED COW,208 1ST AVE N,Routine,70,44.98377,-93.26972
262,245666,2018/04/09,RED COW,208 1ST AVE N,Follow-Up,90,44.98377,-93.26972
3316,230842,2018/10/22,RED COW,2626 HENNEPIN AVE,Routine,92,44.95469,-93.29767
642,230344,2018/10/25,RED COW,3624 50TH ST W,Routine,86,44.91272,-93.32613
668,277420,2018/11/30,RED COW,3624 50TH ST W,Follow-Up,100,44.91272,-93.32613
255,245665,2019/03/27,RED COW,208 1ST AVE N,Routine,90,44.98377,-93.26972
265,308654,2019/05/24,RED COW,208 1ST AVE N,Follow-Up,96,44.98377,-93.26972
3320,278486,2019/10/25,RED COW,2626 HENNEPIN AVE,Routine,96,44.95469,-93.29767
664,277419,2019/10/30,RED COW,3624 50TH ST W,Routine,100,44.91272,-93.32613
11512,42261,2017/10/16,RED DRAGON,2116 LYNDALE AVE S,Routine,96,44.96116,-93.28845
11523,229640,2017/12/18,RED DRAGON,2116 LYNDALE AVE S,Follow-Up,98,44.96116,-93.28845
11518,229639,2018/11/16,RED DRAGON,2116 LYNDALE AVE S,Routine,92,44.96116,-93.28845
11533,280383,2019/02/03,RED DRAGON,2116 LYNDALE AVE S,Follow-Up,92,44.96116,-93.28845
11526,279818,2019/11/15,RED DRAGON,2116 LYNDALE AVE S,Routine,90,44.96116,-93.28845
11538,337779,2020/01/02,RED DRAGON,2116 LYNDALE AVE S,Follow-Up,98,44.96116,-93.28845
849,247353,2018/04/25,RED RABBIT,201 WASHINGTON AVE N,Routine,78,44.98359,-93.2719
869,248896,2018/06/07,RED RABBIT,201 WASHINGTON AVE N,Follow-Up,92,44.98359,-93.2719
875,252146,2018/07/05,RED RABBIT,201 WASHINGTON AVE N,Follow-Up,94,44.98359,-93.2719
864,248895,2019/05/09,RED RABBIT,201 WASHINGTON AVE N,Routine,100,44.98359,-93.2719
3439,42333,2017/07/12,RED STAG SUPPERCLUB,509 1ST AVE NE,Routine,92,44.99048,-93.25374
3473,205321,2017/09/13,RED STAG SUPPERCLUB,509 1ST AVE NE,Follow-Up,96,44.99048,-93.25374
3455,205320,2018/07/18,RED STAG SUPPERCLUB,509 1ST AVE NE,Routine,84,44.99048,-93.25374
3491,259501,2018/08/23,RED STAG SUPPERCLUB,509 1ST AVE NE,Follow-Up,92,44.99048,-93.25374
3501,267876,2018/10/17,RED STAG SUPPERCLUB,509 1ST AVE NE,Follow-Up,96,44.99048,-93.25374
3479,259500,2019/07/18,RED STAG SUPPERCLUB,509 1ST AVE NE,Routine,86,44.99048,-93.25374
3508,316252,2019/09/03,RED STAG SUPPERCLUB,509 1ST AVE NE,Follow-Up,92,44.99048,-93.25374
3793,48928,2017/01/25,RED WAGON PIZZA,5416 PENN AVE S,Routine,92,44.90457,-93.30906
3808,190597,2017/03/22,RED WAGON PIZZA,5416 PENN AVE S,Follow-Up,96,44.90457,-93.30906
3806,189153,2018/02/14,RED WAGON PIZZA,5416 PENN AVE S,Routine,100,44.90457,-93.30906
3811,243573,2019/02/27,RED WAGON PIZZA,5416 PENN AVE S,Routine,100,44.90457,-93.30906
6259,189623,2017/04/10,REPUBLIC,221 CEDAR AVE S,Routine,72,44.97318,-93.24693
6297,196262,2017/05/25,REPUBLIC,221 CEDAR AVE S,Follow-Up,96,44.97318,-93.24693
6282,196261,2018/04/23,REPUBLIC,221 CEDAR AVE S,Routine,82,44.97318,-93.24693
6312,248488,2018/05/29,REPUBLIC,221 CEDAR AVE S,Follow-Up,86,44.97318,-93.24693
6321,252249,2018/07/16,REPUBLIC,221 CEDAR AVE S,Follow-Up,88,44.97318,-93.24693
6330,254639,2018/09/27,REPUBLIC,221 CEDAR AVE S,Follow-Up,96,44.97318,-93.24693
6305,248487,2019/04/23,REPUBLIC,221 CEDAR AVE S,Routine,90,44.97318,-93.24693
956,308979,2019/04/23,RESTAURANT ALMA,528 UNIVERSITY AVE SE,Routine,82,44.98373,-93.24814
966,314779,2019/07/10,RESTAURANT ALMA,528 UNIVERSITY AVE SE,Follow-Up,96,44.98373,-93.24814
14184,43250,2017/03/29,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE,Routine,92,44.9164,-93.26303
14221,195187,2017/04/25,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE,Follow-Up,96,44.9164,-93.26303
14193,195186,2018/05/03,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE,Routine,78,44.9164,-93.26303
14241,249367,2018/06/28,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE,Follow-Up,92,44.9164,-93.26303
14250,254139,2018/09/13,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE,Follow-Up,100,44.9164,-93.26303
14224,249366,2019/05/23,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE,Routine,84,44.9164,-93.26303
14251,313112,2019/07/22,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE,Follow-Up,100,44.9164,-93.26303
13737,315196,2019/09/03,REVERIE MOBILE KITCHEN,3500 BLOOMINGTON AVE,Routine,92,44.93937,-93.25268
555,49243,2017/03/28,REVIVAL MPLS,4257 NICOLLET AVE,Routine,92,44.9252,-93.27754
581,194100,2017/05/08,REVIVAL MPLS,4257 NICOLLET AVE,Follow-Up,96,44.9252,-93.27754
566,194099,2018/04/25,REVIVAL MPLS,4257 NICOLLET AVE,Routine,92,44.9252,-93.27754
597,248971,2018/06/13,REVIVAL MPLS,4257 NICOLLET AVE,Follow-Up,100,44.9252,-93.27754
604,252582,2018/08/29,REVIVAL MPLS,4257 NICOLLET AVE,Follow-Up,98,44.9252,-93.27754
613,269217,2018/09/19,REVIVAL MPLS,4257 NICOLLET AVE,Follow-Up,100,44.9252,-93.27754
585,248970,2019/05/02,REVIVAL MPLS,4257 NICOLLET AVE,Routine,90,44.9252,-93.27754
619,309898,2019/06/19,REVIVAL MPLS,4257 NICOLLET AVE,Follow-Up,100,44.9252,-93.27754
2140,49321,2017/10/16,RINATA,2451 HENNEPIN AVE,Routine,98,44.95758,-93.2948
2150,229632,2017/12/18,RINATA,2451 HENNEPIN AVE,Follow-Up,100,44.95758,-93.2948
2144,229631,2018/11/16,RINATA,2451 HENNEPIN AVE,Routine,96,44.95758,-93.2948
2153,279819,2019/11/15,RINATA,2451 HENNEPIN AVE,Routine,92,44.95758,-93.2948
15751,218660,2017/10/30,RITZ THEATER,345 13TH AVE NE,Routine,96,45.00121,-93.26226
15752,231467,2019/04/29,RITZ THEATER,345 13TH AVE NE,Routine,100,45.00121,-93.26226
10688,56589,2017/05/17,RIVERVIEW CAFE & WINE BAR,3753 42ND AVE S,Routine,88,44.93447,-93.21249
10716,199719,2017/07/31,RIVERVIEW CAFE & WINE BAR,3753 42ND AVE S,Follow-Up,100,44.93447,-93.21249
10700,199718,2018/06/11,RIVERVIEW CAFE & WINE BAR,3753 42ND AVE S,Routine,86,44.93447,-93.21249
10731,252556,2018/08/10,RIVERVIEW CAFE & WINE BAR,3753 42ND AVE S,Follow-Up,90,44.93447,-93.21249
10745,263543,2018/10/09,RIVERVIEW CAFE & WINE BAR,3753 42ND AVE S,Follow-Up,100,44.93447,-93.21249
10717,252555,2019/06/27,RIVERVIEW CAFE & WINE BAR,3753 42ND AVE S,Routine,88,44.93447,-93.21249
10754,315038,2019/08/27,RIVERVIEW CAFE & WINE BAR,3753 42ND AVE S,Follow-Up,96,44.93447,-93.21249
10759,56598,2018/05/30,RIVERVIEW THEATER,3800 42ND AVE S,Routine,100,44.93406,-93.21314
10608,323324,2019/10/14,ROAT OSHA,3001 HENNEPIN AVE,Routine,98,44.94743,-93.29732
13943,56676,2017/10/17,ROCK BOTTOM BREWERY,800 LASALLE AVE,Routine,78,44.97641,-93.27513
13975,230570,2017/11/29,ROCK BOTTOM BREWERY,800 LASALLE AVE,Follow-Up,86,44.97641,-93.27513
13991,234168,2018/01/10,ROCK BOTTOM BREWERY,800 LASALLE AVE,Follow-Up,88,44.97641,-93.27513
