,inspectionidnumber,dateofinspection,businessname,fulladdress,inspectiontype,inspectionscore,latitude,longitude
10538,286982,2020/01/02,MCDONALD'S,2400 NICOLLET AVE,Routine,100,44.95884,-93.27837
11862,62674,2017/05/11,MEI INN,4215 BLOOMINGTON AVE,Routine,76,44.92659,-93.252
11902,198303,2017/07/10,MEI INN,4215 BLOOMINGTON AVE,Follow-Up,88,44.92659,-93.252
11920,204077,2017/09/27,MEI INN,4215 BLOOMINGTON AVE,Follow-Up,96,44.92659,-93.252
11883,198302,2018/06/06,MEI INN,4215 BLOOMINGTON AVE,Routine,76,44.92659,-93.252
11936,253239,2018/09/13,MEI INN,4215 BLOOMINGTON AVE,Follow-Up,80,44.92659,-93.252
11946,271802,2018/11/28,MEI INN,4215 BLOOMINGTON AVE,Follow-Up,82,44.92659,-93.252
11959,280643,2019/02/05,MEI INN,4215 BLOOMINGTON AVE,Follow-Up,100,44.92659,-93.252
11927,253238,2019/06/20,MEI INN,4215 BLOOMINGTON AVE,Routine,94,44.92659,-93.252
14807,62741,2017/10/06,MEMORY LANES,2520 26TH AVE S,Routine,84,44.95644,-93.23513
14830,228826,2017/11/21,MEMORY LANES,2520 26TH AVE S,Follow-Up,96,44.95644,-93.23513
14823,228825,2018/10/30,MEMORY LANES,2520 26TH AVE S,Routine,92,44.95644,-93.23513
14843,277870,2019/01/04,MEMORY LANES,2520 26TH AVE S,Follow-Up,92,44.95644,-93.23513
14848,286820,2019/02/27,MEMORY LANES,2520 26TH AVE S,Follow-Up,100,44.95644,-93.23513
14836,277869,2019/10/30,MEMORY LANES,2520 26TH AVE S,Routine,96,44.95644,-93.23513
4881,251079,2018/06/12,MERCURY DINING ROOM & SHINDIG EVENT CTR,505 MARQUETTE AVE,Routine,66,44.97787,-93.26902
4927,252713,2018/07/24,MERCURY DINING ROOM & SHINDIG EVENT CTR,505 MARQUETTE AVE,Follow-Up,100,44.97787,-93.26902
4906,252712,2019/06/18,MERCURY DINING ROOM & SHINDIG EVENT CTR,505 MARQUETTE AVE,Routine,86,44.97787,-93.26902
4929,314372,2019/07/18,MERCURY DINING ROOM & SHINDIG EVENT CTR,505 MARQUETTE AVE,Follow-Up,98,44.97787,-93.26902
6941,55295,2017/08/10,MERCY DINING ROOM & BAR,901 HENNEPIN AVE,Routine,90,44.97606,-93.27687
6952,216083,2018/08/14,MERCY DINING ROOM & BAR,901 HENNEPIN AVE,Routine,84,44.97606,-93.27687
6972,266518,2018/09/17,MERCY DINING ROOM & BAR,901 HENNEPIN AVE,Follow-Up,92,44.97606,-93.27687
6977,272287,2018/10/31,MERCY DINING ROOM & BAR,901 HENNEPIN AVE,Follow-Up,100,44.97606,-93.27687
6962,266517,2019/08/23,MERCY DINING ROOM & BAR,901 HENNEPIN AVE,Routine,94,44.97606,-93.27687
6088,180624,2017/02/21,MERLINS REST PUB,3601 LAKE ST E,Follow-Up,96,44.94808,-93.22019
6086,180623,2018/02/05,MERLINS REST PUB,3601 LAKE ST E,Routine,100,44.94808,-93.22019
6090,242149,2019/02/27,MERLINS REST PUB,3601 LAKE ST E,Routine,88,44.94808,-93.22019
6100,302771,2019/04/24,MERLINS REST PUB,3601 LAKE ST E,Follow-Up,98,44.94808,-93.22019
6541,13915,2017/11/28,MESA PIZZA,1323 4TH ST SE,Routine,92,44.98097,-93.23602
6555,234095,2018/01/12,MESA PIZZA,1323 4TH ST SE,Follow-Up,96,44.98097,-93.23602
6549,234094,2019/05/29,MESA PIZZA,1323 4TH ST SE,Routine,96,44.98097,-93.23602
13185,13930,2017/05/31,MESA PIZZA UPTOWN,1440 LAKE ST W,Routine,96,44.94883,-93.29925
13190,200536,2018/12/05,MESA PIZZA UPTOWN,1440 LAKE ST W,Routine,100,44.94883,-93.29925
1431,308847,2019/08/03,MIDTOWN FARMERS MARKET,3032 MINNEHAHA AVE,Routine,100,44.94723,-93.23397
1228,21930,2017/03/15,MISSION AMERICAN KITCHEN & BAR,80 8TH ST S,Routine,88,44.97609,-93.27207
1265,192983,2017/04/24,MISSION AMERICAN KITCHEN & BAR,80 8TH ST S,Follow-Up,100,44.97609,-93.27207
1240,192982,2018/03/30,MISSION AMERICAN KITCHEN & BAR,80 8TH ST S,Routine,70,44.97609,-93.27207
1281,247221,2018/05/15,MISSION AMERICAN KITCHEN & BAR,80 8TH ST S,Follow-Up,94,44.97609,-93.27207
1266,247220,2019/04/23,MISSION AMERICAN KITCHEN & BAR,80 8TH ST S,Routine,86,44.97609,-93.27207
1290,309293,2019/06/21,MISSION AMERICAN KITCHEN & BAR,80 8TH ST S,Follow-Up,100,44.97609,-93.27207
3255,28324,2017/03/13,MODERN TIMES,3200 CHICAGO AVE,Routine,100,44.94459,-93.26302
3260,193030,2018/03/02,MODERN TIMES,3200 CHICAGO AVE,Routine,88,44.94459,-93.26302
3267,245366,2019/03/05,MODERN TIMES,3200 CHICAGO AVE,Routine,94,44.94459,-93.26302
4385,28331,2017/03/24,MOJO COFFEE GALLERY,2205 CALIFORNIA ST NE,Routine,98,45.01058,-93.26855
4391,193514,2018/03/26,MOJO COFFEE GALLERY,2205 CALIFORNIA ST NE,Routine,100,45.01058,-93.26855
4394,246819,2018/12/07,MOJO COFFEE GALLERY,2205 CALIFORNIA ST NE,Routine,96,45.01058,-93.26855
4398,290811,2019/12/06,MOJO COFFEE GALLERY,2205 CALIFORNIA ST NE,Routine,90,45.01058,-93.26855
4403,339784,2020/01/07,MOJO COFFEE GALLERY,2205 CALIFORNIA ST NE,Follow-Up,94,45.01058,-93.26855
4406,340492,2020/01/07,MOJO COFFEE GALLERY,2205 CALIFORNIA ST NE,Follow-Up,94,45.01058,-93.26855
7266,281409,2019/02/12,MOMO SUSHI,1839 CENTRAL AVE NE,Routine,94,45.00735,-93.24701
13913,125015,2017/01/27,MONELLO / CONSTANTINE,1115 2ND AVE S #LOWER,Follow-Up,96,44.97139,-93.27267
13898,125014,2017/11/13,MONELLO / CONSTANTINE,1115 2ND AVE S #LOWER,Routine,82,44.97139,-93.27267
13919,233392,2017/12/20,MONELLO / CONSTANTINE,1115 2ND AVE S #LOWER,Follow-Up,96,44.97139,-93.27267
13916,233391,2018/12/11,MONELLO / CONSTANTINE,1115 2ND AVE S #LOWER,Routine,92,44.97139,-93.27267
13921,281411,2019/12/12,MONELLO / CONSTANTINE,1115 2ND AVE S #LOWER,Routine,84,44.97139,-93.27267
13937,339577,2020/01/10,MONELLO / CONSTANTINE,1115 2ND AVE S #LOWER,Follow-Up,96,44.97139,-93.27267
13376,34480,2017/10/20,MONTE CARLO,219 3RD AVE N,Routine,88,44.98471,-93.27169
13390,231202,2017/11/27,MONTE CARLO,219 3RD AVE N,Follow-Up,92,44.98471,-93.27169
13395,233938,2018/02/13,MONTE CARLO,219 3RD AVE N,Follow-Up,92,44.98471,-93.27169
13383,231201,2018/10/30,MONTE CARLO,219 3RD AVE N,Routine,90,44.98471,-93.27169
13410,278324,2019/05/04,MONTE CARLO,219 3RD AVE N,Follow-Up,100,44.98471,-93.27169
13399,278323,2019/10/23,MONTE CARLO,219 3RD AVE N,Routine,80,44.98471,-93.27169
13412,334505,2019/11/22,MONTE CARLO,219 3RD AVE N,Follow-Up,96,44.98471,-93.27169
5912,34527,2017/02/03,MOOSE AND SADIE'S COFFEE HOUSE,212 3RD AVE N #107,Routine,96,44.98532,-93.27222
5915,254814,2018/07/18,MOOSE AND SADIE'S COFFEE HOUSE,212 3RD AVE N #107,Routine,92,44.98532,-93.27222
5919,255467,2019/07/18,MOOSE AND SADIE'S COFFEE HOUSE,212 3RD AVE N #107,Routine,92,44.98532,-93.27222
19151,278325,2018/11/07,MOOSE ON MONROE,356 MONROE ST NE,Routine,94,44.99462,-93.25279
19194,279477,2018/12/17,MOOSE ON MONROE,356 MONROE ST NE,Follow-Up,88,44.99462,-93.25279
19206,281582,2019/01/28,MOOSE ON MONROE,356 MONROE ST NE,Follow-Up,98,44.99462,-93.25279
19168,279476,2019/11/07,MOOSE ON MONROE,356 MONROE ST NE,Routine,76,44.99462,-93.25279
19216,337293,2019/12/27,MOOSE ON MONROE,356 MONROE ST NE,Follow-Up,88,44.99462,-93.25279
19232,340447,2020/02/03,MOOSE ON MONROE,356 MONROE ST NE,Follow-Up,96,44.99462,-93.25279
2683,34610,2017/05/09,MOROCCAN FLAVORS,920 LAKE ST E #126,Routine,92,44.94931,-93.26076
2712,198005,2017/06/07,MOROCCAN FLAVORS,920 LAKE ST E #126,Follow-Up,100,44.94931,-93.26076
2691,198004,2018/04/30,MOROCCAN FLAVORS,920 LAKE ST E #126,Routine,72,44.94931,-93.26076
2723,248925,2018/06/01,MOROCCAN FLAVORS,920 LAKE ST E #126,Follow-Up,96,44.94931,-93.26076
2715,248924,2019/04/25,MOROCCAN FLAVORS,920 LAKE ST E #126,Routine,92,44.94931,-93.26076
2726,309194,2019/05/21,MOROCCAN FLAVORS,920 LAKE ST E #126,Follow-Up,100,44.94931,-93.26076
2502,34925,2017/07/01,MUDDY WATERS,2933 LYNDALE AVE S,Routine,88,44.94922,-93.28767
2517,204573,2017/09/21,MUDDY WATERS,2933 LYNDALE AVE S,Follow-Up,100,44.94922,-93.28767
2518,251514,2018/07/18,MUDDY WATERS,2933 LYNDALE AVE S,Routine,100,44.94922,-93.28767
2519,254815,2019/07/16,MUDDY WATERS,2933 LYNDALE AVE S,Routine,94,44.94922,-93.28767
21619,35054,2017/02/28,MY BURGER,601 MARQUETTE AVE #206,Routine,96,44.97688,-93.26998
21638,191899,2017/04/24,MY BURGER,601 MARQUETTE AVE #206,Follow-Up,100,44.97688,-93.26998
15552,35048,2017/06/08,MY BURGER,213 OAK ST SE,Routine,92,44.97418,-93.22666
15531,35043,2017/08/04,MY BURGER,213 OAK ST SE,Routine,88,44.97418,-93.22666
15540,212635,2017/09/06,MY BURGER,213 OAK ST SE,Follow-Up,96,44.97418,-93.22666
8766,35031,2017/09/25,MY BURGER,3100 EXCELSIOR BLVD,Routine,96,44.94503,-93.32364
8783,226999,2017/11/02,MY BURGER,3100 EXCELSIOR BLVD,Follow-Up,100,44.94503,-93.32364
21628,191898,2018/03/06,MY BURGER,601 MARQUETTE AVE #206,Routine,88,44.97688,-93.26998
21655,245435,2018/04/04,MY BURGER,601 MARQUETTE AVE #206,Follow-Up,96,44.97688,-93.26998
15537,212634,2018/06/05,MY BURGER,213 OAK ST SE,Routine,94,44.97418,-93.22666
15556,201031,2018/06/05,MY BURGER,213 OAK ST SE,Routine,94,44.97418,-93.22666
8776,226998,2018/09/18,MY BURGER,3100 EXCELSIOR BLVD,Routine,94,44.94503,-93.32364
21640,245434,2019/03/04,MY BURGER,601 MARQUETTE AVE #206,Routine,72,44.97688,-93.26998
21658,302799,2019/04/12,MY BURGER,601 MARQUETTE AVE #206,Follow-Up,94,44.97688,-93.26998
15543,256642,2019/06/06,MY BURGER,213 OAK ST SE,Routine,90,44.97418,-93.22666
15559,252053,2019/07/11,MY BURGER,213 OAK ST SE,Routine,96,44.97418,-93.22666
15551,313220,2019/07/29,MY BURGER,213 OAK ST SE,Follow-Up,100,44.97418,-93.22666
8785,272236,2019/09/18,MY BURGER,3100 EXCELSIOR BLVD,Routine,100,44.94503,-93.32364
697,35079,2017/03/28,MY HUONG KITCHEN,2718 NICOLLET AVE #101B,Routine,100,44.95308,-93.27841
708,194139,2018/03/30,MY HUONG KITCHEN,2718 NICOLLET AVE #101B,Routine,100,44.95308,-93.27841
714,247195,2019/03/28,MY HUONG KITCHEN,2718 NICOLLET AVE #101B,Routine,96,44.95308,-93.27841
8253,40973,2017/10/06,NAF NAF GRILL,200 6TH ST S #110,Routine,92,44.9769,-93.26762
20361,40975,2017/11/07,NAF NAF GRILL,856 WASHINGTON AVE SE,Routine,100,44.97333,-93.22601
8265,229646,2017/11/22,NAF NAF GRILL,200 6TH ST S #110,Follow-Up,100,44.9769,-93.26762
23628,227850,2017/11/29,NAF NAF GRILL,121 8TH ST S,Routine,100,44.97441,-93.27109
8263,229645,2018/10/03,NAF NAF GRILL,200 6TH ST S #110,Routine,100,44.9769,-93.26762
20366,232633,2018/11/13,NAF NAF GRILL,856 WASHINGTON AVE SE,Routine,100,44.97333,-93.22601
23634,234229,2018/12/12,NAF NAF GRILL,121 8TH ST S,Routine,96,44.97441,-93.27109
8268,274679,2019/10/02,NAF NAF GRILL,200 6TH ST S #110,Routine,96,44.9769,-93.26762
20367,279330,2019/11/13,NAF NAF GRILL,856 WASHINGTON AVE SE,Routine,98,44.97333,-93.22601
23636,281418,2019/12/16,NAF NAF GRILL,121 8TH ST S,Routine,100,44.97441,-93.27109
5902,180568,2017/02/23,NAMASTE CAFE,2512 HENNEPIN AVE,Follow-Up,100,44.95691,-93.29624
5894,180567,2017/12/13,NAMASTE CAFE,2512 HENNEPIN AVE,Routine,88,44.95691,-93.29624
5905,237013,2018/02/16,NAMASTE CAFE,2512 HENNEPIN AVE,Follow-Up,96,44.95691,-93.29624
5904,237012,2018/08/11,NAMASTE CAFE,2512 HENNEPIN AVE,Routine,96,44.95691,-93.29624
5907,268860,2019/08/16,NAMASTE CAFE,2512 HENNEPIN AVE,Routine,96,44.95691,-93.29624
11722,124532,2017/01/24,NICOS TACOS,2516 HENNEPIN AVE,Follow-Up,98,44.95678,-93.29629
11713,124531,2017/11/29,NICOS TACOS,2516 HENNEPIN AVE,Routine,92,44.95678,-93.29629
11733,234852,2018/02/16,NICOS TACOS,2516 HENNEPIN AVE,Follow-Up,100,44.95678,-93.29629
11727,234851,2018/11/28,NICOS TACOS,2516 HENNEPIN AVE,Routine,94,44.95678,-93.29629
11737,285068,2019/12/11,NICOS TACOS,2516 HENNEPIN AVE,Routine,84,44.95678,-93.29629
11752,338846,2020/01/14,NICOS TACOS,2516 HENNEPIN AVE,Follow-Up,96,44.95678,-93.29629
3817,48565,2017/06/13,NIGHTHAWKS,3753 NICOLLET AVE,Routine,66,44.93438,-93.27748
3869,201868,2017/07/19,NIGHTHAWKS,3753 NICOLLET AVE,Follow-Up,100,44.93438,-93.27748
3842,201867,2018/06/27,NIGHTHAWKS,3753 NICOLLET AVE,Routine,68,44.93438,-93.27748
3878,266898,2018/08/23,NIGHTHAWKS,3753 NICOLLET AVE,Routine,82,44.93438,-93.27748
3919,271337,2018/10/16,NIGHTHAWKS,3753 NICOLLET AVE,Follow-Up,82,44.93438,-93.27748
3932,277928,2018/11/07,NIGHTHAWKS,3753 NICOLLET AVE,Follow-Up,98,44.93438,-93.27748
3895,271336,2019/08/22,NIGHTHAWKS,3753 NICOLLET AVE,Routine,68,44.93438,-93.27748
3937,331643,2019/12/04,NIGHTHAWKS,3753 NICOLLET AVE,Follow-Up,90,44.93438,-93.27748
3949,338883,2020/01/23,NIGHTHAWKS,3753 NICOLLET AVE,Follow-Up,86,44.93438,-93.27748
4034,48580,2017/01/05,NIGHTINGALE,2551 LYNDALE AVE S,Follow-Up,100,44.95578,-93.28769
4040,181098,2017/03/16,NIGHTINGALE,2551 LYNDALE AVE S,Follow-Up,100,44.95578,-93.28769
4017,48566,2017/10/24,NIGHTINGALE,2551 LYNDALE AVE S,Routine,80,44.95578,-93.28769
4047,231103,2017/11/28,NIGHTINGALE,2551 LYNDALE AVE S,Follow-Up,90,44.95578,-93.28769
4044,231102,2018/10/23,NIGHTINGALE,2551 LYNDALE AVE S,Routine,92,44.95578,-93.28769
4056,277018,2019/10/23,NIGHTINGALE,2551 LYNDALE AVE S,Routine,70,44.95578,-93.28769
4070,334474,2019/12/11,NIGHTINGALE,2551 LYNDALE AVE S,Follow-Up,96,44.95578,-93.28769
13449,231474,2017/12/21,NOLO'S KITCHEN & BAR / THE BASEMENT BAR,511 WASHINGTON AVE N,Routine,96,44.98618,-93.27554
13451,236995,2018/12/18,NOLO'S KITCHEN & BAR / THE BASEMENT BAR,511 WASHINGTON AVE N,Routine,82,44.98618,-93.27554
13466,285912,2019/01/09,NOLO'S KITCHEN & BAR / THE BASEMENT BAR,511 WASHINGTON AVE N,Follow-Up,94,44.98618,-93.27554
13458,285911,2019/12/17,NOLO'S KITCHEN & BAR / THE BASEMENT BAR,511 WASHINGTON AVE N,Routine,84,44.98618,-93.27554
13469,339096,2020/01/14,NOLO'S KITCHEN & BAR / THE BASEMENT BAR,511 WASHINGTON AVE N,Follow-Up,92,44.98618,-93.27554
22882,48751,2017/04/20,NOODLES & COMPANY,3040 EXCELSIOR BLVD,Routine,90,44.94759,-93.32256
22892,196506,2017/06/13,NOODLES & COMPANY,3040 EXCELSIOR BLVD,Follow-Up,98,44.94759,-93.32256
22889,196505,2018/04/19,NOODLES & COMPANY,3040 EXCELSIOR BLVD,Routine,100,44.94759,-93.32256
22895,248239,2019/05/03,NOODLES & COMPANY,3040 EXCELSIOR BLVD,Routine,100,44.94759,-93.32256
13625,30146,2017/02/01,NORMANDY KITCHEN,405 8TH ST S,Routine,86,44.97315,-93.26743
13641,190596,2017/03/27,NORMANDY KITCHEN,405 8TH ST S,Follow-Up,100,44.97315,-93.26743
13635,189765,2018/02/07,NORMANDY KITCHEN,405 8TH ST S,Routine,94,44.97315,-93.26743
13643,242963,2019/02/13,NORMANDY KITCHEN,405 8TH ST S,Routine,88,44.97315,-93.26743
13651,298684,2019/03/26,NORMANDY KITCHEN,405 8TH ST S,Follow-Up,96,44.97315,-93.26743
22240,338343,2020/01/24,NORTH LOOP GALLEY,729 WASHINGTON AVE N,Routine,46,44.98794,-93.27803
22231,349502,2020/01/27,NORTH LOOP GALLEY,729 WASHINGTON AVE N,Follow-Up,88,44.98794,-93.27803
22263,349731,2020/02/06,NORTH LOOP GALLEY,729 WASHINGTON AVE N,Follow-Up,76,44.98794,-93.27803
5042,55691,2017/10/02,NORTHEAST CENTER,342 13TH AVE NE,Routine,100,45.00058,-93.26222
5043,228253,2018/10/02,NORTHEAST CENTER,342 13TH AVE NE,Routine,100,45.00058,-93.26222
5044,277027,2019/03/18,NORTHEAST CENTER,342 13TH AVE NE,Routine,98,45.00058,-93.26222
5045,304308,2019/10/03,NORTHEAST CENTER,342 13TH AVE NE,Routine,100,45.00058,-93.26222
8050,205634,2017/09/25,NORTHERN COFFEEWORKS,1027 WASHINGTON AVE S,Routine,98,44.97519,-93.25366
8053,227827,2017/09/27,NORTHERN COFFEEWORKS,1027 WASHINGTON AVE S,Routine,98,44.97519,-93.25366
8057,228733,2018/10/12,NORTHERN COFFEEWORKS,1027 WASHINGTON AVE S,Routine,100,44.97519,-93.25366
8059,277223,2019/10/09,NORTHERN COFFEEWORKS,1027 WASHINGTON AVE S,Routine,94,44.97519,-93.25366
11403,55762,2017/12/04,NORTHERN LIGHTS TEA COMPANY,811 LASALLE AVE,Routine,94,44.97592,-93.27444
11406,234911,2019/11/05,NORTHERN LIGHTS TEA COMPANY,811 LASALLE AVE,Routine,94,44.97592,-93.27444
2916,63211,2017/08/07,ONE TWO THREE SUSHI,80 8TH ST S #228,Routine,72,44.97609,-93.27207
2948,213783,2017/10/10,ONE TWO THREE SUSHI,80 8TH ST S #228,Follow-Up,94,44.97609,-93.27207
2940,213782,2018/08/20,ONE TWO THREE SUSHI,80 8TH ST S #228,Routine,80,44.97609,-93.27207
2959,265726,2018/10/11,ONE TWO THREE SUSHI,80 8TH ST S #228,Follow-Up,94,44.97609,-93.27207
2951,265725,2019/08/19,ONE TWO THREE SUSHI,80 8TH ST S #228,Routine,84,44.97609,-93.27207
2963,324692,2019/10/07,ONE TWO THREE SUSHI,80 8TH ST S #228,Follow-Up,100,44.97609,-93.27207
10890,63259,2017/01/19,ONE WEST CATERING,1 DIAMOND LAKE RD W,Routine,96,44.90375,-93.27844
10893,188672,2018/01/29,ONE WEST CATERING,1 DIAMOND LAKE RD W,Routine,100,44.90375,-93.27844
10897,242411,2019/02/08,ONE WEST CATERING,1 DIAMOND LAKE RD W,Routine,100,44.90375,-93.27844
17985,63331,2017/01/18,ORIENT EXPRESS,601 MARQUETTE AVE #204,Routine,94,44.97686,-93.26995
17993,189652,2018/01/19,ORIENT EXPRESS,601 MARQUETTE AVE #204,Routine,94,44.97686,-93.26995
18011,241264,2018/02/28,ORIENT EXPRESS,601 MARQUETTE AVE #204,Follow-Up,100,44.97686,-93.26995
18004,241263,2019/01/10,ORIENT EXPRESS,601 MARQUETTE AVE #204,Routine,98,44.97686,-93.26995
18013,287858,2020/01/08,ORIENT EXPRESS,601 MARQUETTE AVE #204,Routine,84,44.97686,-93.26995
18028,340419,2020/01/22,ORIENT EXPRESS,601 MARQUETTE AVE #204,Follow-Up,96,44.97686,-93.26995
8079,63359,2017/01/26,ORIGAMI UPTOWN,1354 LAGOON AVE,Follow-Up,100,44.94972,-93.29735
8082,63360,2017/10/11,ORIGAMI UPTOWN,1354 LAGOON AVE,Routine,90,44.94972,-93.29735
8109,229331,2017/12/29,ORIGAMI UPTOWN,1354 LAGOON AVE,Follow-Up,100,44.94972,-93.29735
8093,228772,2018/10/10,ORIGAMI UPTOWN,1354 LAGOON AVE,Routine,88,44.94972,-93.29735
8114,275775,2018/12/08,ORIGAMI UPTOWN,1354 LAGOON AVE,Follow-Up,100,44.94972,-93.29735
8110,275086,2019/10/10,ORIGAMI UPTOWN,1354 LAGOON AVE,Routine,94,44.94972,-93.29735
23264,320061,2019/09/30,ORIGIN MEALS - CLIFTON LARSON ALLEN,220 6TH ST S,Routine,100,44.9769,-93.26762
1641,14552,2017/10/10,OUR KITCHEN,813 36TH ST W,Routine,90,44.93752,-93.29039
1662,228706,2017/12/12,OUR KITCHEN,813 36TH ST W,Follow-Up,94,44.93752,-93.29039
1669,235160,2018/02/06,OUR KITCHEN,813 36TH ST W,Follow-Up,100,44.93752,-93.29039
1651,228705,2018/10/18,OUR KITCHEN,813 36TH ST W,Routine,78,44.93752,-93.29039
1674,276594,2018/11/27,OUR KITCHEN,813 36TH ST W,Follow-Up,100,44.93752,-93.29039
1670,276593,2019/10/18,OUR KITCHEN,813 36TH ST W,Routine,94,44.93752,-93.29039
13653,14669,2017/05/18,PAD GA POW,811 LASALLE AVE #207,Routine,64,44.97592,-93.27444
13675,199899,2017/06/14,PAD GA POW,811 LASALLE AVE #207,Follow-Up,94,44.97592,-93.27444
13669,199898,2018/04/25,PAD GA POW,811 LASALLE AVE #207,Routine,100,44.97592,-93.27444
13679,249138,2019/03/18,PAD GA POW,811 LASALLE AVE #207,Routine,100,44.97592,-93.27444
5527,14695,2017/02/27,PAGODA,1417 4TH ST SE,Routine,100,44.98044,-93.23469
5530,192205,2018/03/07,PAGODA,1417 4TH ST SE,Routine,96,44.98044,-93.23469
5535,245741,2019/03/08,PAGODA,1417 4TH ST SE,Routine,80,44.98044,-93.23469
5555,304479,2019/05/01,PAGODA,1417 4TH ST SE,Follow-Up,94,44.98044,-93.23469
23659,180867,2017/02/13,PAIR OF DICE PIZZA,2715 WEST BROADWAY,Follow-Up,100,45.00926,-93.31505
23652,180866,2018/01/12,PAIR OF DICE PIZZA,2715 WEST BROADWAY,Routine,90,45.00926,-93.31505
23662,238099,2019/01/11,PAIR OF DICE PIZZA,2715 WEST BROADWAY,Routine,88,45.00926,-93.31505
23676,289678,2019/03/01,PAIR OF DICE PIZZA,2715 WEST BROADWAY,Follow-Up,94,45.00926,-93.31505
11681,312845,2019/07/25,PANCHO VILLA'S RESTAURANT,2539 NICOLLET AVE,Routine,76,44.95603,-93.27747
11698,319029,2019/09/11,PANCHO VILLA'S RESTAURANT,2539 NICOLLET AVE,Follow-Up,90,44.95603,-93.27747
11706,329225,2019/11/18,PANCHO VILLA'S RESTAURANT,2539 NICOLLET AVE,Follow-Up,92,44.95603,-93.27747
21491,14945,2017/05/16,PANERA BREAD #1318,809 NICOLLET MALL,Routine,84,44.97559,-93.2728
21507,199883,2017/06/14,PANERA BREAD #1318,809 NICOLLET MALL,Follow-Up,100,44.97559,-93.2728
21502,199882,2018/03/04,PANERA BREAD #1318,809 NICOLLET MALL,Routine,96,44.97559,-93.2728
21510,247533,2019/03/06,PANERA BREAD #1318,809 NICOLLET MALL,Routine,96,44.97559,-93.2728
21512,14955,2018/02/27,PANERA BREAD #8001,809 NICOLLET MALL,Routine,96,44.97559,-93.2728
21515,245170,2019/08/21,PANERA BREAD #8001,809 NICOLLET MALL,Routine,100,44.97559,-93.2728
908,14979,2017/04/26,PANTAGES THEATRE,710 HENNEPIN AVE #TRACT TRAC,Routine,96,44.97801,-93.27548
914,196901,2018/11/06,PANTAGES THEATRE,710 HENNEPIN AVE #TRACT TRAC,Routine,92,44.97801,-93.27548
7485,241941,2018/04/04,PARALLEL,145 HOLDEN ST N,Routine,94,44.97948,-93.28425
7490,248353,2019/10/03,PARALLEL,145 HOLDEN ST N,Routine,92,44.97948,-93.28425
15700,22184,2017/03/01,PARKWAY PIZZA,2851 JOHNSON ST NE,Routine,86,45.02025,-93.23674
15715,194016,2017/04/25,PARKWAY PIZZA,2851 JOHNSON ST NE,Follow-Up,98,45.02025,-93.23674
8825,22171,2017/06/14,PARKWAY PIZZA,4359 MINNEHAHA AVE,Routine,90,44.92349,-93.21639
8860,201549,2017/08/08,PARKWAY PIZZA,4359 MINNEHAHA AVE,Follow-Up,98,44.92349,-93.21639
15710,191540,2018/03/01,PARKWAY PIZZA,2851 JOHNSON ST NE,Routine,100,45.02025,-93.23674
8847,201548,2018/06/27,PARKWAY PIZZA,4359 MINNEHAHA AVE,Routine,96,44.92349,-93.21639
8875,253979,2018/08/15,PARKWAY PIZZA,4359 MINNEHAHA AVE,Follow-Up,96,44.92349,-93.21639
15721,245426,2019/03/01,PARKWAY PIZZA,2851 JOHNSON ST NE,Routine,100,45.02025,-93.23674
8864,253978,2019/07/10,PARKWAY PIZZA,4359 MINNEHAHA AVE,Routine,96,44.92349,-93.21639
14031,275529,2019/03/06,PARKWAY THEATER,4814 CHICAGO AVE,Routine,86,44.9156,-93.26304
14042,303967,2019/05/15,PARKWAY THEATER,4814 CHICAGO AVE,Follow-Up,100,44.9156,-93.26304
1958,22214,2017/02/01,PASTELERIA EL DURANGUENSE,2418 CENTRAL AVE NE,Routine,98,45.01281,-93.24788
1963,189820,2017/12/18,PASTELERIA EL DURANGUENSE,2418 CENTRAL AVE NE,Routine,78,45.01281,-93.24788
1991,237003,2018/02/06,PASTELERIA EL DURANGUENSE,2418 CENTRAL AVE NE,Follow-Up,100,45.01281,-93.24788
1984,237002,2018/12/24,PASTELERIA EL DURANGUENSE,2418 CENTRAL AVE NE,Routine,96,45.01281,-93.24788
1998,286183,2019/02/06,PASTELERIA EL DURANGUENSE,2418 CENTRAL AVE NE,Follow-Up,94,45.01281,-93.24788
2005,296768,2019/03/11,PASTELERIA EL DURANGUENSE,2418 CENTRAL AVE NE,Follow-Up,94,45.01281,-93.24788
2010,303692,2019/04/23,PASTELERIA EL DURANGUENSE,2418 CENTRAL AVE NE,Follow-Up,96,45.01281,-93.24788
1505,22281,2017/08/31,PATISSERIE 46,4552 GRAND AVE S,Routine,94,44.91976,-93.28481
1526,224927,2017/10/26,PATISSERIE 46,4552 GRAND AVE S,Follow-Up,100,44.91976,-93.28481
1515,224926,2018/09/27,PATISSERIE 46,4552 GRAND AVE S,Routine,90,44.91976,-93.28481
1534,274035,2018/11/14,PATISSERIE 46,4552 GRAND AVE S,Follow-Up,100,44.91976,-93.28481
1527,274034,2019/11/01,PATISSERIE 46,4552 GRAND AVE S,Routine,92,44.91976,-93.28481
3355,22440,2017/07/13,PENINSULA MALAYSIAN CUISINE,2608 NICOLLET AVE,Routine,82,44.95511,-93.27832
3376,204364,2017/08/15,PENINSULA MALAYSIAN CUISINE,2608 NICOLLET AVE,Follow-Up,96,44.95511,-93.27832
3368,204363,2018/07/18,PENINSULA MALAYSIAN CUISINE,2608 NICOLLET AVE,Routine,90,44.95511,-93.27832
